id,vendor_id,pickup_datetime,dropoff_datetime,passenger_count,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,store_and_fwd_flag,trip_duration,pickup_street,pickup_suburb,pickup_city,dropoff_street,dropoff_suburb,dropoff_city,distance_miles,trip_price
id1864596,2,2016-01-24 15:02:49,2016-01-24 15:10:29,1,-73.9611587524414,40.77499771118164,-73.9522705078125,40.781494140625,N,460,East 78th Street,Manhattan,New York,3rd Avenue,Manhattan,New York,0.64,7.9
id1144014,2,2016-03-24 10:24:49,2016-03-24 10:41:34,1,-74.00141906738281,40.72527694702149,-74.00819396972656,40.71205520629882,N,1005,West Broadway,Manhattan,New York,Barclay Street,Tribeca,New York,0.98,18.3
id3194522,2,2016-04-29 14:30:42,2016-04-29 14:35:05,1,-73.95494079589844,40.76570892333984,-73.95722198486328,40.767459869384766,N,263,East 70th Street,Manhattan,New York,East 71st Street,Manhattan,New York,0.17,10.1
id2990665,2,2016-05-22 00:01:23,2016-05-22 00:14:42,5,-73.98167419433594,40.74089813232422,-73.95176696777344,40.781864166259766,N,799,3rd Avenue,Manhattan,New York,3rd Avenue,Upper East Side,New York,3.23,17.2
id3617562,1,2016-03-30 19:06:27,2016-03-30 19:14:26,1,-73.98696899414062,40.739776611328125,-74.00110626220702,40.7338752746582,N,479,Park Avenue South,Manhattan,New York,Waverly Place,West Village,New York,0.84,13.6
id0410627,2,2016-06-04 21:08:58,2016-06-04 21:52:40,1,-73.7767333984375,40.645206451416016,-73.97226715087889,40.795948028564446,N,2622,JFK Access Road,Queens,New York,West 97th Street,Manhattan,New York,14.57,60.8
id0053191,1,2016-01-09 00:18:11,2016-01-09 00:30:20,1,-73.9994888305664,40.73871612548828,-73.989990234375,40.756492614746094,N,729,7th Avenue,Manhattan,New York,Broadway,Manhattan,New York,1.32,11.9
id1879474,2,2016-05-21 13:56:07,2016-05-21 14:21:07,5,-73.98065185546875,40.782840728759766,-73.97782897949219,40.71331024169922,N,1500,Broadway,Upper West Side,New York,Grand Street,Lower East Side,New York,4.8,27.0
id3736718,2,2016-02-13 17:37:13,2016-02-13 17:44:08,5,-73.96739196777344,40.75238800048828,-73.9686279296875,40.764026641845696,N,415,1st Avenue,Manhattan,New York,East 61st Street,Manhattan,New York,0.8,8.0
id0996915,2,2016-05-25 23:05:56,2016-05-25 23:11:29,1,-74.00057220458984,40.73564147949219,-73.98342895507811,40.72623062133789,N,333,Greenwich Avenue,Manhattan,New York,Avenue A,Manhattan,New York,1.11,13.1
id2714872,2,2016-06-03 18:21:29,2016-06-03 18:27:47,1,-73.98133087158203,40.77106094360352,-73.9792709350586,40.77751159667969,N,378,West 63rd Street,Manhattan,New York,West 72nd Street,Manhattan,New York,0.46,11.8
id0058076,2,2016-06-29 17:10:57,2016-06-29 17:31:12,1,-73.975830078125,40.76054000854492,-73.98651123046875,40.74510955810546,N,1215,5th Avenue,Manhattan,New York,East 29th Street,Manhattan,New York,1.2,20.6
id2493035,2,2016-05-20 00:16:51,2016-05-20 00:33:10,2,-73.99079132080078,40.73474884033203,-73.98665618896483,40.77672958374024,N,979,Union Square East,Manhattan,New York,West End Avenue,Manhattan,New York,2.9,22.9
id1868658,1,2016-06-06 07:08:37,2016-06-06 07:26:17,1,-73.9914321899414,40.75023651123047,-73.95272827148438,40.79084396362305,N,1060,Penn Plaza,Manhattan,New York,East 101st Street,Manhattan,New York,3.45,25.0
id0866387,1,2016-06-08 16:22:27,2016-06-08 16:46:07,1,-74.01217651367188,40.70734786987305,-73.9855728149414,40.75551223754882,N,1420,Rector Street,Manhattan,New York,West 42nd Street,Manhattan,New York,3.6,28.3
id2012220,1,2016-06-20 07:21:52,2016-06-20 07:28:58,1,-74.00408172607422,40.73819732666016,-73.98440551757811,40.754592895507805,N,426,8th Avenue,West Village,New York,West 41st Street,Manhattan,New York,1.53,14.9
id2203758,1,2016-04-12 05:39:28,2016-04-12 05:43:55,1,-73.99002838134764,40.7559814453125,-73.98014068603516,40.75404739379882,N,267,8th Avenue,Manhattan,New York,East 43rd Street,Manhattan,New York,0.53,11.1
id0184500,2,2016-05-14 13:13:15,2016-05-14 13:48:50,1,-73.96319580078125,40.77083587646485,-73.98990631103516,40.758975982666016,N,2135,East 72nd Street,Manhattan,New York,West 44th Street,Midtown West,New York,1.62,24.3
id1370946,1,2016-05-11 11:32:49,2016-05-11 11:52:57,1,-73.96584320068358,40.79021453857422,-73.9852066040039,40.7599983215332,N,1208,Central Park West,Upper West Side,New York,Broadway,Manhattan,New York,2.32,23.4
id1721643,2,2016-05-28 21:43:50,2016-05-28 22:15:25,5,-73.9895782470703,40.75192260742188,-73.97447204589844,40.671417236328125,N,1895,7th Avenue,Midtown West,New York,8th Avenue,Brooklyn,New York,5.61,32.3
id2242092,2,2016-05-07 12:01:58,2016-05-07 12:20:46,1,-73.99124908447266,40.749549865722656,-73.98271179199219,40.771759033203125,N,1128,West 32nd Street,Manhattan,New York,West 63rd Street,Manhattan,New York,1.59,15.9
id0573448,1,2016-04-19 14:01:25,2016-04-19 14:07:42,1,-73.9703598022461,40.758892059326165,-73.95838928222656,40.7644157409668,N,377,Lexington Avenue,Midtown East,New York,1st Avenue,Manhattan,New York,0.73,12.5
id1146518,1,2016-01-16 08:32:01,2016-01-16 08:46:50,1,-73.97333526611328,40.744102478027344,-73.87321472167967,40.77434921264648,Y,889,1st Avenue,Manhattan,New York,Flushing Bay Promenade,Queens,New York,5.63,24.0
id3390739,1,2016-03-10 07:47:40,2016-03-10 07:58:50,1,-73.94998168945312,40.78082275390625,-73.97460174560547,40.765090942382805,N,670,East 90th Street,Upper East Side,New York,Doris C. Freedman Place,Manhattan,New York,1.68,17.3
id3029089,1,2016-01-29 19:52:31,2016-01-29 20:05:24,1,-74.0163803100586,40.63561248779297,-73.99043273925781,40.724159240722656,N,773,6th Avenue,Brooklyn,New York,East 1st Street,Manhattan,New York,6.25,29.6
id0079541,1,2016-02-07 16:31:09,2016-02-07 16:56:08,1,-73.86274719238281,40.76897048950195,-73.98494720458984,40.7478141784668,N,1499,Terminal D Post-Security,Queens,New York,5th Avenue,Manhattan,New York,6.55,31.4
id2874887,1,2016-05-03 12:19:12,2016-05-03 12:33:29,1,-73.98186492919923,40.76557159423828,-74.00533294677734,40.751663208007805,N,857,West 56th Street,Manhattan,New York,11th Avenue,Manhattan,New York,1.56,18.5
id2981609,2,2016-04-09 16:14:28,2016-04-09 16:23:23,1,-73.96161651611328,40.7959442138672,-73.95265197753906,40.81061172485352,N,535,Central Park West,Manhattan,New York,West 126th Street,Manhattan,New York,1.11,9.7
id1400582,1,2016-01-20 21:44:16,2016-01-20 21:48:26,1,-73.96607971191406,40.76218795776367,-73.9548568725586,40.770694732666016,N,250,3rd Avenue,Manhattan,New York,East 76th Street,Manhattan,New York,0.83,11.7
id0453507,1,2016-04-05 18:26:25,2016-04-05 18:35:32,1,-73.99862670898438,40.740188598632805,-73.99371337890625,40.72810363769531,N,547,7th Avenue,Manhattan,New York,East 4th Street,Manhattan,New York,0.87,14.2
id2214074,2,2016-04-06 10:36:13,2016-04-06 10:43:40,2,-73.98492431640625,40.747955322265625,-73.97801971435547,40.751590728759766,N,447,5th Avenue,Manhattan,New York,East 42nd Street,Manhattan,New York,0.44,12.3
id0485072,2,2016-04-18 14:52:49,2016-04-18 15:12:44,1,-73.98483276367188,40.769058227539055,-73.95950317382812,40.78116989135742,N,1195,9th Avenue,Upper West Side,New York,East 86th Street,Manhattan,New York,1.56,21.4
id1451821,2,2016-04-02 19:40:30,2016-04-02 19:47:31,1,-73.97557830810547,40.76107025146485,-73.98748016357422,40.74974060058594,N,421,West 54th Street,Manhattan,New York,West 34th Street,Manhattan,New York,1.0,8.5
id2865974,2,2016-01-09 21:15:10,2016-01-09 21:25:05,1,-73.99414825439453,40.732078552246094,-74.00692749023438,40.7407684326172,N,595,East 9th Street,Manhattan,New York,West 13th Street,Manhattan,New York,0.9,9.7
id2328340,2,2016-03-12 22:39:17,2016-03-12 22:47:09,5,-73.95977020263672,40.779571533203125,-73.9687271118164,40.76456069946289,N,472,Madison Avenue,Upper East Side,New York,Park Avenue,Manhattan,New York,1.14,9.3
id1627048,1,2016-02-09 14:19:06,2016-02-09 14:27:08,1,-73.95293426513672,40.786277770996094,-73.95433044433594,40.78913497924805,Y,482,Park Avenue,Manhattan,New York,East 102nd Street,Manhattan,New York,0.21,12.0
id3606406,1,2016-02-23 23:32:12,2016-02-23 23:42:31,2,-73.97415161132812,40.75668716430664,-73.98241424560547,40.767822265625,N,619,Park Avenue,Manhattan,New York,8th Avenue,Upper West Side,New York,0.88,14.9
id3037723,1,2016-01-02 22:47:15,2016-01-02 22:57:23,1,-73.98019409179686,40.78374481201172,-73.99825286865233,40.76163482666016,N,608,Broadway,Manhattan,New York,West 43rd Street,Midtown West,New York,1.79,12.0
id3900486,2,2016-02-27 01:05:00,2016-02-27 01:17:10,2,-73.98252868652342,40.72743225097656,-73.983642578125,40.75983047485352,N,730,Avenue A,Manhattan,New York,West 48th Street,Manhattan,New York,2.23,14.2
id1535739,1,2016-04-05 14:56:51,2016-04-05 15:32:23,1,-73.9339370727539,40.79810333251953,-73.97927856445312,40.76636505126953,N,2132,1st Avenue,Manhattan,New York,Central Park South,Manhattan,New York,3.22,33.3
id1641505,2,2016-02-16 09:53:50,2016-02-16 10:09:16,1,-73.9705810546875,40.7606315612793,-73.99092864990233,40.73403549194336,N,926,East 56th Street,Manhattan,New York,Broadway,Manhattan,New York,2.12,20.5
id0399965,1,2016-02-05 13:37:29,2016-02-05 13:45:39,1,-74.01602172851561,40.717533111572266,-74.01400756835938,40.702346801757805,N,490,River Terrace,Battery Park City,New York,State Street,Financial District,New York,1.05,14.2
id3270618,1,2016-01-07 22:23:56,2016-01-07 22:37:56,1,-73.97747802734375,40.7593231201172,-73.95044708251953,40.7732048034668,N,840,Rockefeller Plaza,Manhattan,New York,East 81st Street,Manhattan,New York,1.71,18.8
id1097377,2,2016-02-09 02:16:03,2016-02-09 02:21:18,1,-73.98489379882812,40.76009368896485,-73.9740982055664,40.75425720214844,N,315,Broadway,Midtown West,New York,West Helmsley Walk,Manhattan,New York,0.69,11.8
id3243953,1,2016-03-06 18:47:51,2016-03-06 19:09:29,1,-73.99346160888672,40.74077987670898,-73.96719360351561,40.760990142822266,N,1298,West 20th Street,Manhattan,New York,3rd Avenue,Midtown East,New York,1.96,18.2
id3800947,1,2016-02-06 20:23:41,2016-02-06 20:58:10,2,-73.95679473876953,40.7706184387207,-73.99458312988281,40.71961212158203,N,2069,East 75th Street,Manhattan,New York,Broome Street,Little Italy,New York,4.03,29.8
id0689193,2,2016-05-10 18:18:26,2016-05-10 18:29:31,1,-73.9454574584961,40.77394485473633,-73.95356750488281,40.788047790527344,N,665,East End Avenue,Upper East Side,New York,Madison Avenue,East Harlem,New York,1.06,15.7
id3024065,1,2016-01-03 12:05:55,2016-01-03 12:12:55,1,-73.96415710449219,40.79257583618164,-73.9513931274414,40.78273391723633,N,420,Central Park Outer Loop,Manhattan,New York,East 92nd Street,Manhattan,New York,0.95,8.4
id0196418,2,2016-04-24 20:48:02,2016-04-24 20:55:05,6,-74.00078582763672,40.74208831787109,-74.00365447998048,40.722537994384766,N,423,8th Avenue,Manhattan,New York,W Broadway,SoHo,New York,1.36,9.4
id0095487,1,2016-06-29 18:00:53,2016-06-29 18:08:39,1,-73.9957504272461,40.73894119262695,-73.99930572509764,40.72645568847656,Y,466,West 16th Street,Manhattan,New York,East Houston Street,Manhattan,New York,0.88,13.6
id1211311,1,2016-01-30 01:37:34,2016-01-30 01:51:19,1,-73.97715759277344,40.74300003051758,-73.98746490478516,40.722522735595696,N,825,2nd Avenue,Manhattan,New York,East Houston Street,Lower East Side,New York,1.51,13.2
id1757012,1,2016-01-22 12:08:25,2016-01-22 12:19:55,1,-73.95292663574217,40.78598403930664,-73.9699935913086,40.76232147216797,N,690,Park Avenue,Manhattan,New York,Park Avenue,Manhattan,New York,1.86,17.9
id2382658,2,2016-03-15 00:34:23,2016-03-15 00:50:01,1,-73.98722076416014,40.748661041259766,-74.00554656982422,40.70635986328125,N,938,West 33rd Street,Manhattan,New York,Water Street,Financial District,New York,3.07,23.0
id0696332,2,2016-04-17 01:09:08,2016-04-17 01:15:52,1,-73.9672622680664,40.67330551147461,-73.97843170166014,40.662841796875,N,404,Eastern Parkway,Brooklyn,New York,12th Street,South Slope,New York,0.93,8.2
id0630392,2,2016-05-22 13:39:55,2016-05-22 13:50:05,1,-74.00523376464844,40.72116088867188,-74.00192260742188,40.750709533691406,N,610,West Broadway,Manhattan,New York,10th Avenue,Chelsea,New York,2.04,12.7
id0479713,1,2016-06-28 10:09:06,2016-06-28 10:12:05,1,-73.95217132568358,40.7730598449707,-73.95317840576173,40.77935028076172,N,179,1st Avenue,Upper East Side,New York,East 87th Street,Manhattan,New York,0.44,10.1
id1425332,2,2016-05-31 12:56:50,2016-05-31 13:04:06,1,-73.94554901123048,40.77814102172852,-73.9519271850586,40.79045867919922,N,436,York Avenue,Manhattan,New York,East 101st Street,Manhattan,New York,0.91,13.4
id3533152,1,2016-06-28 13:20:28,2016-06-28 13:38:27,2,-73.99458312988281,40.74541473388672,-73.979736328125,40.73274612426758,N,1079,7th Avenue,Chelsea,New York,First Avenue Loop,Manhattan,New York,1.17,19.4
id0835640,2,2016-01-14 19:31:18,2016-01-14 19:42:20,4,-73.98114013671875,40.73751831054688,-73.98980712890625,40.720645904541016,N,662,2nd Avenue,Gramercy,New York,Allen Street,Manhattan,New York,1.25,16.1
id0818511,2,2016-01-14 15:38:49,2016-01-14 16:00:41,5,-73.86344909667967,40.76974868774414,-73.79438018798828,40.761749267578125,N,1312,Terminal D Post-Security,Queens,New York,172nd Street,Queens,New York,3.65,27.6
id3625934,1,2016-02-03 06:56:11,2016-02-03 06:59:10,1,-73.9718017578125,40.79443359375,-73.9627685546875,40.804344177246094,N,179,Broadway,Manhattan,New York,Amsterdam Avenue,Morningside Heights,New York,0.83,11.1
id3816396,2,2016-04-17 02:29:50,2016-04-17 02:31:15,1,-73.98690795898438,40.75085067749024,-73.99122619628906,40.75077819824219,N,85,Ave Of The Americas,Midtown West,New York,7th Avenue,Manhattan,New York,0.23,3.8
id0807188,1,2016-05-16 08:05:56,2016-05-16 08:15:57,1,-73.9388198852539,40.80223083496094,-73.95613861083984,40.78751373291016,N,601,East 122nd Street,Manhattan,New York,Central Park Outer Loop,Manhattan,New York,1.36,15.9
id1110755,2,2016-05-21 00:11:58,2016-05-21 00:16:51,1,-73.96595001220702,40.768836975097656,-73.95671081542967,40.77168655395508,N,293,Park Avenue,Manhattan,New York,East 76th Street,Manhattan,New York,0.52,6.2
id2537630,2,2016-05-06 10:06:23,2016-05-06 10:11:45,1,-73.98265075683594,40.7564697265625,-73.97543334960938,40.76361083984375,N,322,Ave Of The Americas,Midtown West,New York,West 57th Street,Manhattan,New York,0.62,11.7
id1606522,2,2016-02-11 02:46:01,2016-02-11 02:50:16,1,-73.99169921875,40.7497444152832,-73.98101043701173,40.75954818725586,N,255,Penn Plaza,Manhattan,New York,Rockefeller Plaza,Manhattan,New York,0.88,11.8
id3290831,2,2016-05-06 19:03:01,2016-05-06 19:33:28,5,-73.8627700805664,40.76897811889648,-73.97103881835938,40.78350067138672,N,1827,Terminal D Post-Security,Queens,New York,West 83rd Street,Manhattan,New York,5.74,37.1
id1343671,1,2016-03-15 07:17:43,2016-03-15 07:30:01,1,-73.97797393798828,40.752872467041016,-74.01201629638672,40.70343399047852,N,738,East 42nd Street,Manhattan,New York,Broad Street,Manhattan,New York,3.84,23.2
id0380030,2,2016-03-11 18:34:03,2016-03-11 19:05:16,2,-73.97669982910156,40.7518424987793,-73.99725341796875,40.71933364868164,N,1873,Park Avenue,Manhattan,New York,Grand Street,Manhattan,New York,2.49,29.3
id2534741,2,2016-02-06 15:31:55,2016-02-06 15:45:20,5,-73.9758529663086,40.752349853515625,-74.00086975097656,40.747291564941406,N,805,Lexington Avenue,Manhattan,New York,9th Avenue,Manhattan,New York,1.35,12.6
id1311796,2,2016-05-18 11:29:22,2016-05-18 11:43:35,2,-73.99356842041014,40.734519958496094,-73.99329376220702,40.74143981933594,N,853,East 12th Street,Manhattan,New York,West 21st Street,Manhattan,New York,0.48,15.8
id0088265,2,2016-06-16 16:11:20,2016-06-16 17:59:25,2,-74.00807189941406,40.72307968139648,-73.78884887695312,40.64152908325195,N,6485,Hudson Street,Manhattan,New York,Terminal 2 Arrivals,Queens,New York,12.77,93.5
id1065002,1,2016-01-25 19:39:04,2016-01-25 19:44:35,1,-73.9727020263672,40.65224075317384,-73.98039245605469,40.66032409667969,N,331,Prospect Park Southwest,Brooklyn,New York,Prospect Park West,Brooklyn,New York,0.69,12.0
id2725605,2,2016-04-01 17:16:39,2016-04-01 17:31:20,1,-73.98188018798828,40.761661529541016,-73.98695373535155,40.75559997558594,N,881,7th Avenue,Manhattan,New York,Times Square,Manhattan,New York,0.49,16.1
id0095506,2,2016-02-12 07:48:01,2016-02-12 08:02:41,6,-73.9570770263672,40.766151428222656,-73.96813201904298,40.75156021118164,N,880,1st Avenue,Manhattan,New York,1st Avenue Tunnel,Manhattan,New York,1.16,17.7
id0462024,1,2016-01-02 18:46:28,2016-01-02 18:56:44,1,-74.00154113769531,40.719486236572266,-73.99262237548828,40.714237213134766,N,616,Broadway,Manhattan,New York,Pike Street,Manhattan,New York,0.59,9.1
id2347399,2,2016-01-19 21:11:14,2016-01-19 21:33:06,2,-73.8639373779297,40.76999282836913,-73.9752197265625,40.65499877929688,N,1312,Terminal C Departures,Queens,New York,Seeley Street,Brooklyn,New York,9.83,43.0
id0569971,2,2016-03-25 00:57:59,2016-03-25 01:05:35,2,-73.97601318359375,40.789100646972656,-73.98695373535155,40.76268005371094,N,456,West 87th Street,Manhattan,New York,West 50th Street,Manhattan,New York,1.91,16.1
id0174172,1,2016-04-16 00:32:09,2016-04-16 00:51:10,1,-73.99495697021484,40.769081115722656,-73.88953399658203,40.85171127319336,N,1141,12th Avenue,Manhattan,New York,East 182nd Street,The Bronx,New York,7.92,31.8
id3325260,2,2016-01-21 09:34:53,2016-01-21 09:40:23,1,-73.99038696289062,40.76143264770508,-73.9932861328125,40.75545120239258,N,330,9th Avenue,Midtown West,New York,West 38th Street,Manhattan,New York,0.44,11.3
id0600042,1,2016-02-12 12:24:22,2016-02-12 12:35:52,1,-73.9890365600586,40.74843215942384,-73.98208618164062,40.766468048095696,N,690,6th Avenue,Manhattan,New York,West 57th Street,Midtown West,New York,1.3,16.5
id2142578,2,2016-05-03 10:31:32,2016-05-03 11:10:46,2,-73.99674987792967,40.73174285888672,-73.98079681396483,40.78246307373047,N,2354,West 9th Street,Manhattan,New York,West 77th Street,Manhattan,New York,3.59,36.1
id3237361,2,2016-04-14 11:09:39,2016-04-14 11:24:48,1,-73.98593902587889,40.777587890625,-73.9612808227539,40.81196975708008,N,909,West End Avenue,Manhattan,New York,Broadway,Manhattan,New York,2.7,21.8
id0056562,2,2016-02-16 08:21:05,2016-02-16 08:32:41,2,-73.98416137695312,40.72172164916992,-74.00948333740233,40.710548400878906,N,696,East Houston Street,Manhattan,New York,Broadway,Manhattan,New York,1.53,17.1
id0733801,2,2016-03-20 11:55:43,2016-03-20 11:58:14,1,-73.95977783203125,40.77090835571289,-73.95049285888672,40.78382110595703,N,151,3rd Avenue,Manhattan,New York,East 94th Street,Manhattan,New York,1.01,6.3
id0991801,1,2016-02-17 15:05:14,2016-02-17 15:17:08,1,-73.98126220703125,40.76470184326172,-73.9678955078125,40.75141525268555,N,714,7th Avenue,Manhattan,New York,1st Avenue Tunnel,Manhattan,New York,1.15,16.3
id0114038,1,2016-03-14 15:19:07,2016-03-14 15:43:28,1,-73.97414398193358,40.76067352294922,-73.95984649658203,40.78049087524414,N,1461,East 54th Street,Manhattan,New York,East 85th Street,Manhattan,New York,1.56,23.6
id0553270,1,2016-03-20 01:46:03,2016-03-20 01:55:25,2,-73.96842193603516,40.758953094482415,-73.93950653076173,40.75174331665039,N,562,3rd Avenue,Midtown East,New York,Crescent Street,Queens,New York,1.59,11.2
id3654838,2,2016-03-20 05:17:46,2016-03-20 05:20:12,1,-73.99588775634764,40.76477813720703,-73.99365997314453,40.75878143310546,N,146,West 48th Street,Midtown West,New York,West 42nd Street,Manhattan,New York,0.43,4.8
id0396206,2,2016-06-06 02:09:24,2016-06-06 02:18:18,1,-73.99088287353516,40.75104904174805,-74.01063537597656,40.7173957824707,N,534,West 34th Street,Chelsea,New York,Greenwich Street,Manhattan,New York,2.54,18.3
id3044431,2,2016-01-15 19:34:02,2016-01-15 19:42:00,1,-74.0101089477539,40.720211029052734,-74.00733947753906,40.7086296081543,N,478,Greenwich Street,Manhattan,New York,William Street,Manhattan,New York,0.81,13.5
id1341141,2,2016-01-09 13:41:13,2016-01-09 13:54:17,1,-74.00096893310547,40.757930755615234,-73.9813003540039,40.780799865722656,N,784,11th Avenue,Manhattan,New York,Broadway,Manhattan,New York,1.88,13.7
id1652295,2,2016-06-25 18:40:44,2016-06-25 18:47:35,1,-73.96331787109375,40.76689147949219,-73.98294830322266,40.77162170410156,N,411,East 67th Street,Manhattan,New York,West 63rd Street,Upper West Side,New York,1.08,8.6
id2035897,1,2016-06-26 18:37:44,2016-06-26 18:41:12,1,-73.99131011962889,40.73000717163086,-73.98515319824217,40.74189376831056,N,208,East 8th Street,Manhattan,New York,Park Avenue South,Manhattan,New York,0.88,6.4
id1609173,1,2016-04-12 01:41:41,2016-04-12 01:54:55,1,-73.98375701904298,40.76606369018555,-73.9244842529297,40.8686408996582,N,794,8th Avenue,Manhattan,New York,Payson Avenue,Manhattan,New York,7.72,33.4
id2525805,1,2016-01-06 10:06:27,2016-01-06 10:25:34,1,-73.98971557617188,40.75609588623047,-73.9607696533203,40.76485061645508,N,1147,8th Avenue,Manhattan,New York,East 66th Street,Manhattan,New York,1.63,21.1
id0918299,2,2016-02-23 20:10:17,2016-02-23 20:17:13,1,-73.96119689941406,40.76894760131836,-73.94598388671875,40.77885055541992,N,416,3rd Avenue,Manhattan,New York,East 90th Street,Manhattan,New York,1.05,13.6
id2808227,2,2016-06-17 19:32:30,2016-06-17 20:04:43,1,-73.79032897949219,40.64345169067384,-73.82878875732422,40.74140167236328,N,1933,Terminal 1 Arrivals,Queens,New York,62nd Avenue,Queens,New York,7.05,41.2
id2968790,1,2016-01-11 11:14:09,2016-01-11 11:50:55,3,-73.8746337890625,40.77416610717773,-74.01386260986328,40.714111328125,N,2206,Flushing Bay Promenade,Queens,New York,West Street,Manhattan,New York,8.37,46.8
id3043841,2,2016-01-04 12:54:45,2016-01-04 12:59:39,5,-73.98845672607422,40.748870849609375,-73.985595703125,40.75790023803711,N,294,Broadway,Manhattan,New York,West 44th Street,Manhattan,New York,0.64,11.6
id0056517,2,2016-02-24 17:52:02,2016-02-24 17:55:26,2,-73.96758270263672,40.768821716308594,-73.95889282226561,40.76733016967773,N,204,Madison Avenue,Upper East Side,New York,East 70th Street,Manhattan,New York,0.47,10.4
id3310400,2,2016-06-02 20:51:13,2016-06-02 21:16:13,1,-73.97863006591797,40.76219940185546,-73.97502136230467,40.719459533691406,N,1500,6th Avenue,Manhattan,New York,FDR Drive,Manhattan,New York,2.95,27.4
id1769266,2,2016-05-10 10:44:56,2016-05-10 10:50:33,1,-73.97492218017578,40.74175262451172,-73.9808120727539,40.746055603027344,N,337,1st Avenue,Kips Bay,New York,East 33rd Street,Manhattan,New York,0.43,11.4
id1357511,1,2016-01-01 20:47:07,2016-01-01 20:57:07,4,-74.01395416259764,40.71355438232422,-73.99473571777342,40.7503662109375,N,600,West Street,Manhattan,New York,Pennsylvania Plaza,Manhattan,New York,2.73,19.3
id0719419,2,2016-06-30 23:01:54,2016-07-01 00:08:02,2,-73.96873474121092,40.76431655883789,-73.83293914794923,40.71663665771485,N,3968,Park Avenue,Manhattan,New York,113th Street,Forest Hills,New York,7.82,62.1
id2728240,2,2016-04-09 22:25:46,2016-04-09 22:51:09,5,-73.98755645751953,40.76297378540039,-73.99188232421875,40.72581100463867,N,1523,West 50th Street,Manhattan,New York,Bowery,Manhattan,New York,2.57,21.6
id2528641,2,2016-01-03 02:56:07,2016-01-03 02:59:36,2,-74.00137329101561,40.72920989990234,-74.00641632080078,40.721900939941406,N,209,Bleecker Street,Manhattan,New York,Varick Street,Manhattan,New York,0.57,5.7
id2189234,2,2016-01-03 14:30:20,2016-01-03 14:37:15,1,-73.93752288818358,40.79777145385742,-73.95372009277344,40.80661010742188,N,415,East 117th Street,Manhattan,New York,Frederick Douglass Boulevard,Manhattan,New York,1.04,8.6
id3475747,2,2016-03-12 23:53:42,2016-03-13 00:07:06,1,-73.98015594482422,40.67710113525391,-73.95976257324217,40.675640106201165,N,804,5th Avenue,Park Slope,New York,Prospect Place,Crown Heights,New York,1.07,13.9
id2253138,2,2016-04-07 17:21:38,2016-04-07 17:38:55,1,-73.78219604492188,40.644649505615234,-73.83142852783203,40.69132995605469,N,1037,JFK Access Road,Queens,New York,95th Avenue,Richmond Hill,New York,4.12,26.4
id2309051,2,2016-02-09 11:22:19,2016-02-09 11:36:06,2,-73.99874114990233,40.7346305847168,-73.99561309814453,40.75928115844727,N,827,6th Avenue,Manhattan,New York,West 42nd Street,Manhattan,New York,1.71,18.7
id1210147,2,2016-01-15 09:19:45,2016-01-15 09:31:27,1,-73.96746826171875,40.763145446777344,-73.9840316772461,40.74724578857422,N,702,East 59th Street,Manhattan,New York,Madison Avenue,Manhattan,New York,1.4,16.9
id0465146,2,2016-02-25 19:53:53,2016-02-25 20:09:51,1,-73.985107421875,40.744239807128906,-73.95780181884764,40.77022171020508,N,958,East 29th Street,Manhattan,New York,East 74th Street,Manhattan,New York,2.29,21.2
id1185308,1,2016-02-15 17:53:45,2016-02-15 18:08:21,1,-73.99605560302734,40.726104736328125,-73.9719009399414,40.74970626831056,N,876,Broadway,NoHo,New York,East 42nd Street,Midtown East,New York,2.06,20.0
id1997932,2,2016-05-26 19:31:09,2016-05-26 19:38:24,6,-73.81906127929686,40.685546875,-73.81906127929686,40.685546875,N,435,107th Avenue,Queens,New York,107th Avenue,Queens,New York,0.0,11.1
id2380936,1,2016-05-02 10:29:27,2016-05-02 10:36:40,1,-73.9823226928711,40.773487091064446,-73.99552154541014,40.76218795776367,N,433,Columbus Avenue,Manhattan,New York,West 45th Street,Manhattan,New York,1.04,13.7
id3268375,2,2016-02-28 12:32:26,2016-02-28 12:40:21,3,-74.00418090820312,40.73339080810546,-73.99835205078125,40.720970153808594,N,475,Bleecker Street,West Village,New York,Broome Street,SoHo,New York,0.91,8.7
id2078920,1,2016-02-24 00:06:22,2016-02-24 00:43:14,1,-73.77667236328125,40.64532852172852,-73.98917388916014,40.66059112548828,N,2212,JFK Access Road,Queens,New York,19th Street,Kings County,New York,11.16,53.8
id1760790,1,2016-02-13 12:37:55,2016-02-13 12:52:21,4,-73.95234680175781,40.771366119384766,-73.9910430908203,40.72101211547852,N,866,East 78th Street,Manhattan,New York,Rivington Street,Manhattan,New York,4.02,19.8
id3162001,1,2016-04-03 16:13:32,2016-04-03 16:25:04,1,-73.9558334350586,40.772308349609375,-73.96943664550781,40.75266647338867,N,692,2nd Avenue,Manhattan,New York,East 47th Street,Midtown East,New York,1.53,12.1
id1224710,1,2016-06-06 09:52:58,2016-06-06 10:12:49,1,-73.9781494140625,40.752544403076165,-73.98926544189453,40.75895690917969,N,1191,East 42nd Street,Manhattan,New York,West 44th Street,Midtown West,New York,0.73,19.2
